TAHUN_DIBUAT,NAMA_MODEL_YANG_SEBENAR,COUNT_NAMA_MODEL_YANG_SEBENAR
2015,ODYSSEY,398
2016,ODYSSEY,325
2017,ODYSSEY,395
2018,ODYSSEY,245
2019,ODYSSEY,113
2020,ODYSSEY,48
2021,ODYSSEY,4
2022,ODYSSEY,3
2004,ONE,44
2005,ONE,53
2011,ONE,33
2012,ONE,28
2013,ONE,96
2018,ONE,27
2019,ONE,10
2005,OPTIMA,545
2009,OPTIMA,24
2012,OPTIMA,1608
2005,OPTRA,1477
2006,OPTRA,284
2007,OPTRA,9
2005,OPTRA5,1
2012,ORLANDO,37
2013,ORLANDO,285
2005,OUTLANDER,154
2006,OUTLANDER,5
2016,OUTLANDER,821
2017,OUTLANDER,481
2018,OUTLANDER,2439
2019,OUTLANDER,1639
2020,OUTLANDER,674
2021,OUTLANDER,655
1997,P15VJLNRM,6
2013,PACEMAN,5
2014,PACEMAN,11
1994,PAJERO,1789
1995,PAJERO,1577
1996,PAJERO,2454
1998,PAJERO,589
1999,PAJERO,841
2000,PAJERO,968
2003,PAJERO,164
2009,PAJERO,505
2010,PAJERO,1259
2023,PALISADE,8
2009,PANAMERA,83
2010,PANAMERA,236
2011,PANAMERA,161
2012,PANAMERA,145
2013,PANAMERA,74
2014,PANAMERA,43
2015,PANAMERA,18
2016,PANAMERA,20
2017,PANAMERA,95
2018,PANAMERA,61
2019,PANAMERA,37
2020,PANAMERA,9
2009,PASSAT,58
2010,PASSAT,468
2011,PASSAT,1686
2012,PASSAT,2207
2013,PASSAT,1848
2014,PASSAT,1349
2015,PASSAT,798
2016,PASSAT,339
2017,PASSAT,855
2018,PASSAT,1161
2019,PASSAT,708
2020,PASSAT,600
2021,PASSAT,113
2022,PASSAT,306
1997,PERDANA,2696
1999,PERDANA,1650
2000,PERDANA,4487
2001,PERDANA,4011
2002,PERDANA,2294
2003,PERDANA,2533
2004,PERDANA,2455
2006,PERDANA,1362
2007,PERDANA,1576
2008,PERDANA,1453
2014,PERDANA,1579
2015,PERDANA,848
2016,PERDANA,1240
2017,PERDANA,870
2018,PERDANA,422
2019,PERDANA,232
2007,PERSONA,17065
2008,PERSONA,36780
2009,PERSONA,34742
2010,PERSONA,39131
2011,PERSONA,38817
2012,PERSONA,23124
2013,PERSONA,14209
2014,PERSONA,18156
2015,PERSONA,4288
2016,PERSONA,13642
2017,PERSONA,16866
2018,PERSONA,14782
2019,PERSONA,18813
2020,PERSONA,21413
2021,PERSONA,14309
2022,PERSONA,14603
2023,PERSONA,18154
2012,PHANTOM,3
2019,PHANTOM,1
2005,PICANTO,2011
2006,PICANTO,113
2010,PICANTO,739
2013,PICANTO,403
2014,PICANTO,1527
2015,PICANTO,694
2016,PICANTO,135
2018,PICANTO,2112
2019,PICANTO,1051
2006,POLO,1
2008,POLO,68
2010,POLO,627
2011,POLO,1738
2012,POLO,2606
2013,POLO,1806
2014,POLO,3714
2015,POLO,2729
2016,POLO,733
2017,POLO,1253
2018,POLO,1244
2019,POLO,1187
2020,POLO,443
2019,PORTOFINO,6
2020,PORTOFINO,7
2004,PREGIO,408
2007,PREGIO,189
2010,PREGIO,73
2011,PREGIO,69
2013,PREGIO,115
2014,PREGIO,62
2004,PREMACY,95
2005,PREMACY,76
2012,PREVE,19982
2013,PREVE,15858
2014,PREVE,9428
2015,PREVE,9256
2016,PREVE,2249
2017,PREVE,1043
2018,PREVE,456
2019,PREVE,77
2014,PREVIA,333
2015,PREVIA,43
2010,PRIUS,146
2011,PRIUS,2186
2012,PRIUS,5583
2013,PRIUS,4895
2001,PUTRA,133
2012,Q3,102
2013,Q3,183
2014,Q3,205
2015,Q3,99
2016,Q3,193
2017,Q3,78
2018,Q3,18
2019,Q3,18
2020,Q3,18
2021,Q3,22
2022,Q3,6
2009,Q5,390
2010,Q5,438
2011,Q5,429
2012,Q5,405
2013,Q5,340
2014,Q5,292
2015,Q5,233
2016,Q5,64
2018,Q5,2
2019,Q5,50
2020,Q5,18
2022,Q5,8
2023,Q5,3
2014,Q50,73
2015,Q50,74
2007,Q7,154
2008,Q7,133
2010,Q7,251
2011,Q7,443
2012,Q7,165
2013,Q7,88
2014,Q7,41
2015,Q7,56
2016,Q7,71
2017,Q7,11
2019,Q7,3
2020,Q7,1
2018,Q8,16
2019,Q8,28
2020,Q8,6
2021,Q8,3
2022,Q8,1
2013,QUATTROPORTE,6
2014,QUATTROPORTE,16
2018,QUATTROPORTE,1
2015,QX70,15
2008,R280L,88
2006,R350,27
2007,R350L,27
2009,R350L,1
2007,R8,25
2008,R8,58
2009,R8,32
2010,R8,25
2011,R8,15
2015,R8,2
2016,R8,1
2017,R8,2
2000,RANGER,1095
2002,RANGER,2446
2003,RANGER,1977
2004,RANGER,1750
2007,RANGER,837
2008,RANGER,522
2009,RANGER,1102
2010,RANGER,1292
2011,RANGER,1450
2012,RANGER,2133
2013,RANGER,4765
2014,RANGER,7499
2015,RANGER,5376
2016,RANGER,4875
2017,RANGER,4217
2018,RANGER,4223
2019,RANGER,4681
2020,RANGER,2178
2021,RANGER,2700
2022,RANGER,3987
2023,RANGER,3515
1995,RAV4,268
1996,RAV4,345
2000,RAV4,579
2002,RAV4,115
2004,RAV4,60
2005,RAV4,89
2006,RAV4,204
2007,RAV4,101
2011,RAV4,11
2020,RAV4,170
2016,RC200T,11
2017,RC200T,8
2018,RC300,14
2019,RC300,3
2021,RC300,1
2011,RCZ,268
2012,RCZ,115
2003,RIA,1850
2005,RIA,4712
2006,RIA,2237
2007,RIA,246
2008,RIA,563
2009,RIA,815
2010,RIA,70
2004,RIO,577
2013,RIO,1408
2014,RIO,1416
2015,RIO,608
2016,RIO,904
2017,RIO,593
2018,RIO,255
2019,RIO,236
2005,ROADSTER,70
2018,ROADSTER,86
2019,ROADSTER,47
1995,ROCSTA,49
1997,ROCSTA,112
2003,RODEO,1
2020,ROMA,1
2021,ROMA,5
2017,ROOMY,8
2018,ROOMY,12
2021,ROOMY,5
2012,RS3,1
2016,RS3,18
2018,RS3,56
2019,RS3,2
2020,RS3,4
2013,RS5,2
2017,RS5,2
2018,RS5,2
2019,RS5,4
2020,RS5,1
2008,RS6,6
2013,RS6,8
2014,RS6,5
2016,RS6,8
2017,RS6,3
2018,RS6,2
2020,RS6,4
2021,RS6,2
2015,RS7,1
2020,RS7,5
1996,RUSA,2984
1997,RUSA,4516
2006,RUSA,272
2008,RUSH,4969
2009,RUSH,2461
2010,RUSH,2079
2011,RUSH,2132
2012,RUSH,1503
2013,RUSH,965
2014,RUSH,488
2015,RUSH,194
2016,RUSH,59
2019,RUSH,2628
2020,RUSH,2245
2021,RUSH,2110
2023,RUSH,908
2015,RX200T,21
2016,RX200T,617
2017,RX200T,799
2010,RX270,105
2011,RX270,348
2012,RX270,321
2013,RX270,243
2014,RX270,190
2015,RX270,16
2005,RX300,52
2006,RX300,16
2018,RX300,625
2019,RX300,409
2020,RX300,587
2021,RX300,256
2022,RX300,38
2008,RX350,17
2009,RX350,522
2010,RX350,257
2011,RX350,221
2012,RX350,237
2013,RX350,206
2014,RX350,229
2015,RX350,38
2010,RX450H,26
1992,RX-7,19
2002,RX-7,3
2003,RX-8,261
2004,RX-8,157
1999,S2000,25
2000,S2000,8
2003,S2000,8
2000,S280,226
2001,S280,174
2003,S280,127
2015,S3,3
2017,S3,11
2018,S3,2
2019,S3,3
2020,S3,1
2007,S300L,5
2008,S300L,1
2002,S320L,31
2004,S350,7
2006,S350,261
2007,S350,139
2008,S350,42
2004,S350L,15
2005,S350L,8
2006,S350L,176
2007,S350L,51
2008,S350L,12
2010,S350L,18
2013,S350L,1
2009,S4,50
2017,S4,4
2018,S4,3
1999,S40,97
2004,S40,219
2007,S40,68
2008,S40,133
2009,S40,133
2010,S40,239
2011,S40,165
2013,S400L,5
2014,S400L,395
2015,S400L,1277
2016,S400L,784
2017,S400L,265
2008,S5,8
2009,S5,11
2010,S5,83
2011,S5,52
2012,S5,41
2013,S5,20
2015,S5,6
2018,S5,9
2019,S5,1
2006,S500,13
2016,S500,2
2013,S500L,3
2014,S500L,8
2015,S500L,8
2012,S6,4
2013,S6,1
2004,S60,129
2005,S60,180
2011,S60,187
2012,S60,166
2013,S60,78
2014,S60,11
2015,S60,17
2018,S60,9
2019,S60,63
2020,S60,190
2021,S60,180
2022,S60,118
2023,S60,40
2015,S600,1
2016,S600,2
2015,S660,25
2016,S660,12
2017,S660,9
2018,S660,21
2019,S660,15
2021,S660,1
2012,S7,10
1999,S70,98
2003,S80,51
2004,S80,69
2009,S80,65
2010,S80,103
2011,S80,83
2017,S90,60
2018,S90,117
2019,S90,70
2021,S90,51
2022,S90,46
2023,S90,23
1992,SAGA,26063
2008,SAGA,62689
2009,SAGA,56870
2010,SAGA,58191
2011,SAGA,66034
2012,SAGA,54596
2013,SAGA,60963
2014,SAGA,52865
2015,SAGA,35401
2016,SAGA,29557
2017,SAGA,26148
2018,SAGA,26083
2019,SAGA,33889
2020,SAGA,45246
2021,SAGA,36371
2022,SAGA,51201
2023,SAGA,49559
1995,SATRIA,6100
1996,SATRIA,8919
1997,SATRIA,9727
2000,SATRIA,4360
2002,SATRIA,4813
2004,SATRIA,1759
2006,SATRIA,4760
2007,SATRIA,2989
2008,SATRIA,2787
2009,SATRIA,3072
2010,SATRIA,3539
2011,SATRIA,2288
2013,SAVANNA,30
2005,SAVVY,4030
2009,SCIROCCO,158
2010,SCIROCCO,211
2011,SCIROCCO,472
2012,SCIROCCO,330
2013,SCIROCCO,167
2017,SCIROCCO,1
2019,SENNA,1
1996,SENTRA,1559
1998,SENTRA,316
2000,SENTRA,1651
2001,SENTRA,4539
2002,SENTRA,3593
2003,SENTRA,4703
2004,SENTRA,5361
2005,SENTRA,6544
2006,SENTRA,5798
2007,SENTRA,2792
2008,SENTRA,1739
2010,SENTRA,1139
2011,SENTRA,706
2012,SENTRA,430
2013,SENTRA,25
1999,SEPHIA,882
1997,SERENA,1817
1999,SERENA,770
2001,SERENA,944
2002,SERENA,471
2005,SERENA,872
2007,SERENA,181
2008,SERENA,318
2009,SERENA,243
2010,SERENA,359
2011,SERENA,278
2012,SERENA,272
2013,SERENA,395
2014,SERENA,25
2016,SERENA,9
2017,SERENA,1
2018,SERENA,4602
2019,SERENA,5459
2020,SERENA,3979
2021,SERENA,2288
2022,SERENA,2758
2023,SERENA,2465
2011,SHARAN,39
2012,SHARAN,389
2013,SHARAN,184
2014,SHARAN,3
2015,SHUTTLE,3
2016,SHUTTLE,11
2016,SIENTA,2370
2017,SIENTA,1815
2018,SIENTA,1377
2019,SIENTA,36
1985,SJ410VR,78
1989,SKYLINE,10
2000,SKYLINE,68
2001,SKYLINE,81
1986,SL300,1
1996,SL320,16
2004,SL350,42
2005,SL350,31
2008,SL350,9
2012,SL350,12
2013,SL350,20
2014,SL350,19
2015,SL400,4
2019,SL400,1
1995,SL500,1
2003,SL55,19
2004,SL55,3
2018,SLC180,7
2019,SLC180,1
2016,SLC200,24
2017,SLC200,10
2019,SLC200,1
2016,SLC300,9
2017,SLC300,6
2018,SLC300,2
2019,SLC300,3
2020,SLC300,1
2007,SLK200,53
2008,SLK200,58
2011,SLK200,99
2012,SLK200,172
2013,SLK200,100
2014,SLK200,122
2015,SLK200,48
2004,SLK200K,11
2006,SLK200K,119
2008,SLK200K,46
2011,SLK250,73
2012,SLK250,57
2006,SLK350,1
2011,S-MAX,72
2004,SONATA,74
2005,SONATA,40
2007,SONATA,302
2010,SONATA,1601
2011,SONATA,2228
2012,SONATA,1077
2013,SONATA,691
2014,SONATA,554
2015,SONATA,624
2020,SONATA,39
2013,SONIC,347
2015,SONIC,23
2006,SORENTO,989
2007,SORENTO,182
2011,SORENTO,727
2012,SORENTO,420
2013,SORENTO,441
2014,SORENTO,418
2015,SORENTO,219
2016,SORENTO,315
2017,SORENTO,468
2018,SORENTO,377
2019,SORENTO,163
2023,SORENTO,72
2001,SPACIO,96
2009,SPECTRA,926
2010,SPECTRA,17
2008,SPORTAGE,202
2009,SPORTAGE,405
2011,SPORTAGE,566
2012,SPORTAGE,1366
2013,SPORTAGE,1250
2014,SPORTAGE,1011
2015,SPORTAGE,489
2016,SPORTAGE,562
2017,SPORTAGE,511
2018,SPORTAGE,387
2019,SPORTAGE,224
2017,SPRINTER,4
2018,SPRINTER,2
2018,SQ5,3
2022,STARIA,129
2023,STARIA,398
2004,STAVIC,56
2010,STAVIC,150
2013,STAVIC,179
2018,STELVIO,1
2001,STORM,27
2002,STORM,65
2004,STORM,52
2001,STREAM,680
2002,STREAM,779
2003,STREAM,1898
2004,STREAM,866
2005,STREAM,1054
2006,STREAM,740
2007,STREAM,991
2008,STREAM,2478
2009,STREAM,1288
2010,STREAM,1855
2011,STREAM,798
2012,STREAM,856
2013,STREAM,374
2014,STREAM,43
2000,S-TYPE,28
2003,S-TYPE,17
1995,SUNNY,1374
2019,SUPRA,39
2020,SUPRA,113
2007,SURIA,3110
2009,SURIA,509
2005,SWIFT,1766
2006,SWIFT,902
2007,SWIFT,1584
2008,SWIFT,3511
2009,SWIFT,3402
2010,SWIFT,4715
2011,SWIFT,4911
2012,SWIFT,6439
2013,SWIFT,3689
2014,SWIFT,3143
2015,SWIFT,2096
2018,SWIFT,65
2019,SWIFT,36
2020,SWIFT,12
2021,SWIFT,23
2022,SWIFT,36
2023,SWIFT,21
2007,SX4,122
2008,SX4,1170
2010,SX4,1095
2011,SX4,530
2012,SX4,660
2008,SYLPHY,1983
2009,SYLPHY,2296
2010,SYLPHY,3722
2011,SYLPHY,2279
2012,SYLPHY,1919
2013,SYLPHY,698
2014,SYLPHY,2028
2015,SYLPHY,75
2022,T60,26
2020,TAFT,35
2021,TAFT,39
2017,TANK,85
2018,TANK,88
2019,TANK,45
2020,TANK,14
2010,TEANA,631
2011,TEANA,3739
2012,TEANA,2659
2013,TEANA,1401
2014,TEANA,1776
2015,TEANA,1509
2016,TEANA,787
2017,TEANA,218
2018,TEANA,330
2019,TEANA,26
1999,TERRANO,163
1996,TIARA,160
2013,TIGGO,13
2009,TIGUAN,56
2010,TIGUAN,110
2011,TIGUAN,171
2012,TIGUAN,317
2013,TIGUAN,259
2014,TIGUAN,330
2017,TIGUAN,1116
2018,TIGUAN,1770
2019,TIGUAN,1305
2020,TIGUAN,1516
2021,TIGUAN,1190
2022,TIGUAN,1752
2023,TIGUAN,974
2005,TOUAREG,4
2006,TOUAREG,4
2007,TOUAREG,75
2010,TOUAREG,17
2011,TOUAREG,82
2012,TOUAREG,176
2011,TOURAN,422
2012,TOURAN,362
2013,TOURAN,233
2005,TRAJET,523
2014,TRANSIT,17
2017,TRAVELLER,94
2007,TRITON,532
2008,TRITON,689
2009,TRITON,775
2010,TRITON,208
2014,TRITON,1
2015,TRITON,4863
2016,TRITON,2712
2017,TRITON,3181
2018,TRITON,3899
2019,TRITON,4238
2020,TRITON,4164
2021,TRITON,6531
2022,TRITON,7680
2023,TRITON,4306
1997,TROOPER,723
2003,TROOPER,19
1999,TT,12
2004,TT,21
2006,TT,87
2007,TT,567
2008,TT,575
2009,TT,254
2010,TT,160
2011,TT,108
2012,TT,45
2013,TT,32
2015,TT,111
2016,TT,150
2017,TT,78
2018,TT,20
2019,TT,13
2020,TT,2
2021,TT,1
2021,TTRS,2
2017,TTS,17
2005,TUCSON,468
2010,TUCSON,1357
2011,TUCSON,1597
2012,TUCSON,1168
2013,TUCSON,922
2014,TUCSON,836
2015,TUCSON,472
2016,TUCSON,620
2017,TUCSON,261
2018,TUCSON,315
2019,TUCSON,198
2000,UNSER,5985
2001,UNSER,8680
2002,UNSER,9999
2003,UNSER,10530
2004,UNSER,7804
2005,UNSER,369
2018,URUS,28
2019,URUS,74
2020,URUS,44
2021,URUS,26
2022,URUS,11
2023,URUS,5
2008,URVAN,121
2009,URVAN,244
2010,URVAN,341
2011,URVAN,502
2012,URVAN,538
2013,URVAN,494
2014,URVAN,187
2018,UX200,11
2019,UX200,21
2020,UX200,1
2017,V220,4
2019,V220,1
2013,V40,136
2014,V40,213
2015,V40,328
2016,V40,179
2018,V40,117
2010,V50,56
2012,V60,80
2014,V60,3
2022,V60,78
2023,V60,38
2022,V80,10
2017,V90,13
1989,VANETTE,1078
1990,VANETTE,1777
1995,VANETTE,2472
1997,VANETTE,4775
1999,VANETTE,2221
2000,VANETTE,2792
2001,VANETTE,2487
2002,VANETTE,3026
2003,VANETTE,2700
2004,VANETTE,2442
2005,VANETTE,2499
2006,VANETTE,2215
2007,VANETTE,1002
2008,VANETTE,1080
2009,VANETTE,980
2010,VANETTE,438
2008,VANGUARD,89
2010,VANGUARD,75
2008,VELLFIRE,4314
2009,VELLFIRE,5174
2010,VELLFIRE,8110
2011,VELLFIRE,3981
2012,VELLFIRE,6257
2013,VELLFIRE,5557
2014,VELLFIRE,3236
2015,VELLFIRE,7697
2016,VELLFIRE,7235
2017,VELLFIRE,6020
2018,VELLFIRE,6433
2019,VELLFIRE,3569
2020,VELLFIRE,921
2021,VELLFIRE,214
2022,VELLFIRE,64
2023,VELLFIRE,54
2013,VELOSTER,311
2014,VELOSTER,52
2015,VELOSTER,248
2022,VELOZ,3314
2023,VELOZ,5731
2016,VENTO,997
2017,VENTO,1560
2018,VENTO,1265
2019,VENTO,1051
2020,VENTO,260
2013,VIEW,47
2015,VIEW,38
2016,VIEW,30
2017,VIEW,50
2018,VIEW,71
2019,VIEW,72
2020,VIEW,33
2021,VIEW,13
2022,VIEW,43
2023,VIEW,66
2003,VIOS,8508
2004,VIOS,15261
2005,VIOS,18895
2006,VIOS,19572
2007,VIOS,19833
2008,VIOS,29950
2009,VIOS,27154
2010,VIOS,31317
2011,VIOS,27971
2012,VIOS,29175
2013,VIOS,25706
2014,VIOS,39089
2015,VIOS,33191
2016,VIOS,21145
2017,VIOS,22266
2018,VIOS,16592
2019,VIOS,22858
2020,VIOS,18150
2021,VIOS,20791
2022,VIOS,22712
2023,VIOS,16430
1991,VITARA,498
1995,VITARA,620
1996,VITARA,931
1997,VITARA,1117
1998,VITARA,144
2001,VITARA,66
2008,VITARA,34
2007,VITO,21
2011,VITO,1
2013,VITO,14
2014,VITO,4
2018,VITO,2
2020,VITO,1
2022,VITO,13
2018,VITZ,3
2007,VIVA,42931
2008,VIVA,56662
2009,VIVA,57173
2010,VIVA,60868
2011,VIVA,53583
2012,VIVA,50039
2013,VIVA,46602
2014,VIVA,25024
2014,VOXY,132
2015,VOXY,321
2016,VOXY,496
2017,VOXY,879
2018,VOXY,996
2019,VOXY,549
2020,VOXY,78
2021,VOXY,6
2022,VOXY,17
2000,WAJA,8902
2001,WAJA,41621
2002,WAJA,44162
2003,WAJA,32525
2004,WAJA,25772
2005,WAJA,29505
2006,WAJA,15305
2007,WAJA,6702
2008,WAJA,5053
2009,WAJA,1953
2010,WAJA,2706
2011,WAJA,1176
2004,WALD,833
2005,WALD,5442
1994,WIRA,38460
1995,WIRA,38991
1996,WIRA,50587
1997,WIRA,62006
1998,WIRA,15047
1999,WIRA,47481
2000,WIRA,56747
2001,WIRA,63716
2002,WIRA,69455
2003,WIRA,43090
2004,WIRA,32046
2005,WIRA,35892
2006,WIRA,16590
2007,WIRA,9397
2003,WISH,5976
2004,WISH,5069
2005,WISH,4777
2006,WISH,3847
2007,WISH,3188
2008,WISH,2915
2009,WISH,5374
2010,WISH,4812
2011,WISH,3250
2012,WISH,3050
2013,WISH,2510
2014,WISH,1894
2015,WISH,1329
2016,WISH,1239
2017,WISH,906
2018,WISH,11
2013,WRAITH,9
2014,WRAITH,7
2016,WRAITH,5
2018,WRAITH,4
2019,WRAITH,1
2020,WRAITH,1
2010,WRANGLER,9
2012,WRANGLER,21
2013,WRANGLER,20
2014,WRANGLER,48
2015,WRANGLER,54
2016,WRANGLER,24
2017,WRANGLER,27
2018,WRANGLER,27
2019,WRANGLER,53
2020,WRANGLER,25
2021,WRANGLER,4
2023,WR-V,4528
2014,WRX,2
2015,WRX,11
2019,WRX,22
2022,WRX,7
2010,X1,167
2011,X1,444
2012,X1,249
2013,X1,494
2014,X1,330
2015,X1,240
2016,X1,667
2017,X1,819
2018,X1,935
2019,X1,1422
2020,X1,622
2021,X1,956
2022,X1,842
2023,X1,5
2018,X2,77
2019,X2,44
2020,X2,2
2004,X3,106
2005,X3,83
2006,X3,15
2007,X3,110
2009,X3,5
2011,X3,83
2012,X3,189
2013,X3,254
2014,X3,338
2015,X3,249
2016,X3,270
2018,X3,845
2019,X3,1159
2020,X3,389
2021,X3,456
2022,X3,947
2023,X3,517
2014,X4,53
2015,X4,213
2016,X4,141
2017,X4,1
2019,X4,192
2020,X4,427
2021,X4,576
2022,X4,761
2023,X4,506
2002,X5,72
2003,X5,116
2004,X5,174
2005,X5,145
2006,X5,48
2007,X5,207
2008,X5,221
2010,X5,107
2011,X5,103
2012,X5,23
2013,X5,56
2014,X5,180
2015,X5,149
2016,X5,420
2017,X5,2093
2018,X5,2029
2019,X5,230
2020,X5,441
2021,X5,535
2022,X5,758
2023,X5,547
2020,X50,3559
2021,X50,26460
2022,X50,38751
2023,X50,21766
2008,X6,375
2009,X6,403
2010,X6,322
2011,X6,210
2012,X6,137
2013,X6,83
2014,X6,16
2015,X6,151
2016,X6,38
2017,X6,13
2018,X6,15
2019,X6,4
2020,X6,14
2021,X6,16
2022,X6,21
2023,X6,10
2019,X7,11
2020,X7,8
2021,X7,43
2022,X7,74
2023,X7,25
2018,X70,1736
2019,X70,23141
2020,X70,16518
2021,X70,12966
2022,X70,16226
2023,X70,4238
2023,X90,2919
2018,XC40,27
2019,XC40,461
2020,XC40,394
2021,XC40,548
2022,XC40,1146
2023,XC40,481
2011,XC60,215
2012,XC60,186
2013,XC60,105
2014,XC60,88
2015,XC60,164
2016,XC60,71
2017,XC60,104
2018,XC60,349
2019,XC60,474
2020,XC60,296
2021,XC60,491
2022,XC60,565
2023,XC60,401
2004,XC90,204
2005,XC90,133
2007,XC90,32
2010,XC90,84
2012,XC90,19
2015,XC90,40
2016,XC90,377
2017,XC90,340
2018,XC90,257
2019,XC90,354
2020,XC90,289
2021,XC90,387
2022,XC90,413
2023,XC90,219
2015,XE,13
2018,XE,3
2020,XE,6
2008,XF,94
2010,XF,65
2011,XF,25
2012,XF,38
2013,XF,81
2014,XF,132
2015,XF,17
2016,XF,30
2017,XF,1
2018,XF,3
2020,XF,8
2010,XJ,35
2011,XJ,60
2013,XJ,46
2015,XJ,3
1995,XJ6,22
1996,XJ6,11
2004,XJ6,14
2005,XJ6,4
2006,XJ6,16
2008,XJ6,17
2004,XKR,2
2023,XM,6
2020,XPANDER,1186
2021,XPANDER,7506
2022,XPANDER,13657
2023,XPANDER,8742
2003,X-TRAIL,1816
2004,X-TRAIL,2675
2005,X-TRAIL,2550
2006,X-TRAIL,1476
2007,X-TRAIL,1110
2008,X-TRAIL,841
2009,X-TRAIL,601
2010,X-TRAIL,857
2011,X-TRAIL,357
2012,X-TRAIL,322
2013,X-TRAIL,313
2014,X-TRAIL,25
2015,X-TRAIL,6902
2016,X-TRAIL,7234
2017,X-TRAIL,5464
2018,X-TRAIL,4319
2019,X-TRAIL,3446
2020,X-TRAIL,1465
2021,X-TRAIL,1259
2022,X-TRAIL,1063
2023,X-TRAIL,363
2001,X-TYPE,18
2005,X-TYPE,10
2014,XV,1
2015,XV,54
2016,XV,1304
2017,XV,101
2018,XV,2536
2019,XV,1922
2020,XV,862
2021,XV,506
2022,XV,2005
2023,XV,357
2006,YARIS,633
2007,YARIS,177
2019,YARIS,11436
2020,YARIS,12708
2021,YARIS,13830
2022,YARIS,13465
2023,YARIS,9377
1997,Z3,27
2000,Z3,38
2003,Z4,72
2004,Z4,103
2005,Z4,39
2007,Z4,35
2008,Z4,6
2009,Z4,111
2010,Z4,128
2011,Z4,54
2012,Z4,47
2014,Z4,7
2016,Z4,14
2017,Z4,2
2019,Z4,44
2020,Z4,16
2021,Z4,3
2022,Z4,8
2023,Z4,1
2001,ZAFIRA,95
